,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,22ztStWwd8g,15,0,1,0.0,42.0,92.0,168.0,6,0.8275840282440186
1,22ztStWwd8g,15,0,1,84.0,62.0,131.0,128.0,6,0.7455922365188599
2,22ztStWwd8g,15,0,2,0.0,43.0,91.0,171.0,6,0.8539193868637085
3,22ztStWwd8g,15,0,2,84.0,59.0,132.0,127.0,6,0.66619873046875
4,22ztStWwd8g,15,0,3,0.0,54.0,74.0,175.0,6,0.8208158016204834
5,22ztStWwd8g,15,0,3,67.0,69.0,119.0,142.0,6,0.6723842024803162
6,22ztStWwd8g,15,0,4,0.0,60.0,78.0,184.0,6,0.8392672538757324
7,22ztStWwd8g,15,0,4,71.0,77.0,117.0,147.0,6,0.6982184052467346
8,22ztStWwd8g,15,0,5,0.0,66.0,80.0,182.0,6,0.8514221906661987
9,22ztStWwd8g,15,0,5,73.0,77.0,124.0,154.0,6,0.675406813621521
10,22ztStWwd8g,15,0,6,0.0,70.0,93.0,192.0,6,0.8588762283325195
11,22ztStWwd8g,15,0,6,75.0,77.0,136.0,159.0,6,0.522963285446167
12,22ztStWwd8g,15,0,7,0.0,70.0,85.0,181.0,6,0.8774667978286743
13,22ztStWwd8g,15,0,7,79.0,82.0,134.0,155.0,6,0.45609623193740845
14,22ztStWwd8g,15,0,8,0.0,66.0,99.0,181.0,6,0.8773946166038513
15,22ztStWwd8g,15,0,8,82.0,82.0,130.0,151.0,6,0.6357678771018982
16,22ztStWwd8g,15,0,9,0.0,55.0,100.0,171.0,6,0.8921517729759216
17,22ztStWwd8g,15,0,9,80.0,62.0,138.0,143.0,6,0.4998537302017212
18,22ztStWwd8g,15,0,10,1.0,56.0,105.0,178.0,6,0.8798735737800598
19,22ztStWwd8g,15,0,10,94.0,71.0,138.0,143.0,6,0.7066556811332703
20,22ztStWwd8g,15,0,11,0.0,57.0,94.0,171.0,6,0.8631350994110107
21,22ztStWwd8g,15,0,11,89.0,77.0,134.0,146.0,6,0.6262977719306946
22,22ztStWwd8g,15,0,12,0.0,54.0,98.0,170.0,6,0.90118807554245
23,22ztStWwd8g,15,0,12,85.0,69.0,142.0,141.0,6,0.5466188192367554
24,22ztStWwd8g,15,0,13,0.0,51.0,91.0,165.0,6,0.8784587979316711
25,22ztStWwd8g,15,0,13,87.0,72.0,133.0,142.0,6,0.6229465007781982
26,22ztStWwd8g,15,0,14,0.0,56.0,92.0,174.0,6,0.9054352641105652
27,22ztStWwd8g,15,0,14,88.0,67.0,150.0,146.0,6,0.630755603313446
28,22ztStWwd8g,15,0,15,0.0,54.0,97.0,172.0,6,0.8649471998214722
29,22ztStWwd8g,15,0,15,86.0,67.0,133.0,144.0,6,0.5286416411399841
30,22ztStWwd8g,15,0,16,0.0,51.0,98.0,169.0,6,0.9072206020355225
31,22ztStWwd8g,15,0,16,83.0,66.0,130.0,137.0,6,0.6518277525901794
32,22ztStWwd8g,15,0,17,0.0,30.0,78.0,144.0,6,0.8746572136878967
33,22ztStWwd8g,15,0,17,71.0,41.0,139.0,125.0,6,0.5632534623146057
34,22ztStWwd8g,15,1,1,57.0,24.0,128.0,119.0,6,0.8375760912895203
35,22ztStWwd8g,15,1,2,56.0,24.0,125.0,119.0,6,0.8359016180038452
36,22ztStWwd8g,15,1,3,64.0,34.0,126.0,124.0,6,0.7702701687812805
37,22ztStWwd8g,15,1,4,75.0,50.0,149.0,142.0,6,0.8241286277770996
38,22ztStWwd8g,15,1,4,139.0,50.0,225.0,124.0,6,0.512168288230896
39,22ztStWwd8g,15,1,5,67.0,48.0,138.0,136.0,6,0.8396790623664856
40,22ztStWwd8g,15,1,5,129.0,46.0,218.0,134.0,6,0.5045288801193237
41,22ztStWwd8g,15,1,6,77.0,47.0,140.0,143.0,6,0.8723464608192444
42,22ztStWwd8g,15,1,6,142.0,46.0,227.0,125.0,6,0.43480679392814636
43,22ztStWwd8g,15,1,7,78.0,49.0,144.0,136.0,6,0.774965763092041
44,22ztStWwd8g,15,1,8,54.0,37.0,124.0,126.0,6,0.8735054135322571
45,22ztStWwd8g,15,1,8,118.0,32.0,208.0,121.0,6,0.5177309513092041
46,22ztStWwd8g,15,1,9,56.0,36.0,119.0,122.0,6,0.8552723526954651
47,22ztStWwd8g,15,1,9,119.0,32.0,208.0,126.0,6,0.6681113839149475
48,22ztStWwd8g,15,1,10,56.0,35.0,121.0,123.0,6,0.8235500454902649
49,22ztStWwd8g,15,1,10,118.0,30.0,214.0,122.0,6,0.6401969790458679
50,22ztStWwd8g,15,1,11,39.0,29.0,102.0,118.0,6,0.7796127200126648
51,22ztStWwd8g,15,1,11,100.0,29.0,195.0,119.0,6,0.5156794786453247
52,22ztStWwd8g,15,1,12,0.0,46.0,61.0,136.0,6,0.8214796781539917
53,22ztStWwd8g,15,1,12,54.0,56.0,99.0,114.0,6,0.4641873836517334
54,22ztStWwd8g,15,1,12,57.0,44.0,148.0,135.0,6,0.43486693501472473
55,22ztStWwd8g,15,1,14,5.0,17.0,311.0,238.0,5,0.42034104466438293
