,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,38fx_nvlYDE,16,0,1,365.0,200.0,378.0,238.0,0,0.7235785722732544
1,38fx_nvlYDE,16,0,1,282.0,174.0,364.0,241.0,7,0.5985609292984009
2,38fx_nvlYDE,16,0,1,203.0,168.0,288.0,244.0,7,0.5837350487709045
3,38fx_nvlYDE,16,0,1,171.0,202.0,186.0,235.0,0,0.5212546586990356
4,38fx_nvlYDE,16,0,1,361.0,178.0,426.0,232.0,7,0.512347400188446
5,38fx_nvlYDE,16,0,1,133.0,204.0,145.0,235.0,0,0.4948345422744751
6,38fx_nvlYDE,16,0,1,446.0,172.0,480.0,234.0,7,0.49307742714881897
7,38fx_nvlYDE,16,0,1,70.0,99.0,96.0,165.0,33,0.4782906174659729
8,38fx_nvlYDE,16,0,1,109.0,203.0,123.0,237.0,0,0.40294769406318665
9,38fx_nvlYDE,16,0,2,365.0,200.0,378.0,240.0,0,0.7156186699867249
10,38fx_nvlYDE,16,0,2,281.0,173.0,365.0,241.0,7,0.6757088899612427
11,38fx_nvlYDE,16,0,2,362.0,176.0,428.0,232.0,7,0.5552261471748352
12,38fx_nvlYDE,16,0,2,445.0,168.0,480.0,234.0,7,0.5390712022781372
13,38fx_nvlYDE,16,0,2,171.0,202.0,186.0,235.0,0,0.5160366296768188
14,38fx_nvlYDE,16,0,2,203.0,167.0,287.0,244.0,7,0.507624626159668
15,38fx_nvlYDE,16,0,2,70.0,100.0,96.0,165.0,33,0.4837683439254761
16,38fx_nvlYDE,16,0,2,133.0,204.0,145.0,236.0,0,0.4705033600330353
17,38fx_nvlYDE,16,0,2,66.0,206.0,81.0,241.0,0,0.4103468358516693
18,38fx_nvlYDE,16,0,3,200.0,166.0,341.0,246.0,7,0.7459089756011963
19,38fx_nvlYDE,16,0,3,404.0,199.0,420.0,241.0,0,0.7092481851577759
20,38fx_nvlYDE,16,0,3,119.0,204.0,130.0,240.0,0,0.6033685207366943
21,38fx_nvlYDE,16,0,3,102.0,205.0,113.0,242.0,0,0.4236706495285034
22,38fx_nvlYDE,16,0,4,202.0,166.0,358.0,253.0,7,0.8397617340087891
23,38fx_nvlYDE,16,0,4,430.0,217.0,445.0,257.0,0,0.5667949914932251
24,38fx_nvlYDE,16,0,4,78.0,203.0,94.0,248.0,0,0.5314276218414307
25,38fx_nvlYDE,16,0,4,453.0,197.0,471.0,246.0,0,0.5118675827980042
26,38fx_nvlYDE,16,0,5,105.0,201.0,121.0,245.0,0,0.6790508031845093
27,38fx_nvlYDE,16,0,5,169.0,160.0,339.0,255.0,7,0.6723841428756714
28,38fx_nvlYDE,16,0,6,0.0,199.0,16.0,255.0,0,0.7073543071746826
29,38fx_nvlYDE,16,0,6,155.0,162.0,338.0,259.0,7,0.5814683437347412
30,38fx_nvlYDE,16,0,6,23.0,204.0,36.0,232.0,0,0.4197119474411011
31,38fx_nvlYDE,16,0,7,146.0,147.0,347.0,256.0,7,0.7533973455429077
32,38fx_nvlYDE,16,0,7,57.0,191.0,77.0,244.0,0,0.5677822232246399
33,38fx_nvlYDE,16,0,7,41.0,200.0,58.0,246.0,0,0.452060729265213
34,38fx_nvlYDE,16,0,8,126.0,133.0,340.0,248.0,7,0.6055507659912109
35,38fx_nvlYDE,16,0,8,0.0,184.0,13.0,236.0,0,0.5863418579101562
36,38fx_nvlYDE,16,0,8,10.0,41.0,30.0,103.0,33,0.46129873394966125
37,38fx_nvlYDE,16,0,8,10.0,185.0,24.0,235.0,0,0.44193515181541443
38,38fx_nvlYDE,16,0,8,32.0,180.0,48.0,235.0,0,0.42788028717041016
39,38fx_nvlYDE,16,0,9,68.0,182.0,83.0,234.0,0,0.7466924786567688
40,38fx_nvlYDE,16,0,9,8.0,180.0,25.0,237.0,0,0.6974157691001892
41,38fx_nvlYDE,16,0,9,24.0,187.0,40.0,237.0,0,0.6961209177970886
42,38fx_nvlYDE,16,0,9,46.0,182.0,62.0,234.0,0,0.6911605000495911
43,38fx_nvlYDE,16,0,9,79.0,181.0,93.0,235.0,0,0.6827876567840576
44,38fx_nvlYDE,16,0,9,131.0,230.0,162.0,288.0,10,0.658196210861206
45,38fx_nvlYDE,16,0,9,103.0,126.0,350.0,251.0,7,0.438410222530365
46,38fx_nvlYDE,16,0,10,52.0,184.0,72.0,239.0,0,0.6928069591522217
47,38fx_nvlYDE,16,0,10,89.0,125.0,226.0,259.0,7,0.6506942510604858
48,38fx_nvlYDE,16,0,10,30.0,182.0,49.0,239.0,0,0.5899683237075806
49,38fx_nvlYDE,16,0,10,67.0,184.0,83.0,238.0,0,0.5347978472709656
