,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,2erKerRauB0,11,0,1,135.0,0.0,238.0,79.0,74,0.8088533282279968
1,2erKerRauB0,11,0,1,7.0,16.0,125.0,131.0,74,0.7635995745658875
2,2erKerRauB0,11,0,1,3.0,11.0,475.0,359.0,3,0.5925424098968506
3,2erKerRauB0,11,0,2,134.0,0.0,240.0,83.0,74,0.781472384929657
4,2erKerRauB0,11,0,2,6.0,14.0,126.0,136.0,74,0.7572371363639832
5,2erKerRauB0,11,0,2,0.0,13.0,476.0,357.0,3,0.5616130828857422
6,2erKerRauB0,11,0,3,174.0,0.0,292.0,78.0,74,0.8466085195541382
7,2erKerRauB0,11,0,3,38.0,1.0,160.0,123.0,74,0.6582695841789246
8,2erKerRauB0,11,0,4,187.0,0.0,309.0,119.0,74,0.8046030402183533
9,2erKerRauB0,11,0,4,45.0,32.0,172.0,164.0,74,0.7454206943511963
10,2erKerRauB0,11,0,4,0.0,4.0,477.0,355.0,3,0.5918257236480713
11,2erKerRauB0,11,0,5,182.0,2.0,307.0,128.0,74,0.7291843891143799
12,2erKerRauB0,11,0,5,37.0,32.0,170.0,170.0,74,0.42904728651046753
13,2erKerRauB0,11,0,6,301.0,121.0,452.0,287.0,74,0.6748217344284058
14,2erKerRauB0,11,0,6,0.0,93.0,58.0,161.0,74,0.5995123386383057
15,2erKerRauB0,11,0,6,112.0,143.0,267.0,308.0,74,0.4422251284122467
16,2erKerRauB0,11,0,6,0.0,1.0,18.0,66.0,74,0.41447770595550537
17,2erKerRauB0,11,0,10,116.0,196.0,242.0,325.0,74,0.5610967874526978
18,2erKerRauB0,11,0,10,0.0,229.0,101.0,359.0,74,0.43538984656333923
19,2erKerRauB0,11,0,17,0.0,6.0,480.0,352.0,6,0.45636335015296936
